UMAP1,UMAP2,label,sentence
5.1563153,10.880929,random_legal_game_sequences,Nc3 d6 e3 h5 a4
5.463216,6.9675274,random_legal_game_sequences,h4 c5 d3 Nh6 Nf3
8.907268,9.234552,random_legal_game_sequences,d3 g6 b3 e6 Nf3
6.288216,11.879624,random_legal_game_sequences,Na3 a5 h4 c6 f3
7.668542,4.9902143,random_legal_game_sequences,g4 a5 e4 Na6 Qe2
8.626873,7.998913,random_legal_game_sequences,b4 f6 g3 Kf7 d3
3.1798697,8.673978,random_legal_game_sequences,Nh3 d5 c4 d4 Qc2
7.96082,11.422034,random_legal_game_sequences,a3 g5 Nc3 c6 f4
11.068978,11.542235,random_legal_game_sequences,b3 Na6 f3 e5 g3
12.284187,7.2441955,random_legal_game_sequences,g4 b6 b3 e6 f4
12.866252,7.20166,random_legal_game_sequences,h3 f6 f4 h5 f5
12.635478,7.7197723,random_legal_game_sequences,a4 b5 g3 c6 h4
3.6889043,8.430307,random_legal_game_sequences,Nh3 c6 d3 h6 Nd2
12.603268,7.6483755,random_legal_game_sequences,b4 a5 c4 e6 f3
12.899772,7.051165,random_legal_game_sequences,f4 f5 g3 c5 e4
9.840421,10.934058,random_legal_game_sequences,g3 Nc6 e3 g5 d3
7.752768,11.579018,random_legal_game_sequences,a4 b6 Nc3 g6 d4
5.8180537,7.605538,random_legal_game_sequences,c3 e6 c4 Bd6 Nh3
6.1305246,9.618795,random_legal_game_sequences,Nf3 e6 h4 c6 Nd4
10.884541,9.121554,random_legal_game_sequences,f4 g5 a4 d5 Ra2
7.1298046,8.1069975,random_legal_game_sequences,h4 e5 b3 Ba3 Bxa3
3.8005555,8.583896,random_legal_game_sequences,Nh3 Na6 g4 g6 Nc3
8.511316,6.464945,random_legal_game_sequences,d4 f5 Nf3 c5 Qd3
6.3837767,11.261181,random_legal_game_sequences,Na3 f5 Nf3 g5 b4
12.941715,7.380805,random_legal_game_sequences,d4 c5 c3 f6 h4
12.958387,7.90872,random_legal_game_sequences,f4 a5 d4 a4 b3
9.888605,8.219813,random_legal_game_sequences,f4 g6 e4 h5 Kf2
11.779502,7.4661584,random_legal_game_sequences,e3 d6 g4 b5 h3
7.619005,6.890017,random_legal_game_sequences,e4 e6 Ke2 Na6 Kd3
8.256876,7.5232973,random_legal_game_sequences,c3 e6 g3 Qf6 h3
7.780291,6.401266,random_legal_game_sequences,c4 Nc6 Qc2 Ne5 Qb3
7.687441,9.224346,random_legal_game_sequences,h4 h6 h5 Nc6 a3
10.655072,9.963384,random_legal_game_sequences,g4 b6 d4 h5 Na3
5.2939467,10.410312,random_legal_game_sequences,Nf3 f6 b3 h5 g4
3.5862749,8.657171,random_legal_game_sequences,Nh3 b5 a3 g5 Nxg5
12.096393,7.1720743,random_legal_game_sequences,a3 c6 h4 c5 d4
12.508224,6.5009694,random_legal_game_sequences,c4 a5 c5 g5 c6
5.4145265,6.805664,random_legal_game_sequences,d3 g5 e3 Nh6 Nc3
8.739777,9.722036,random_legal_game_sequences,b3 h5 Na3 g5 Nf3
4.8428645,7.745697,random_legal_game_sequences,a4 c5 Nh3 b6 d4
4.2375,7.6489015,random_legal_game_sequences,b4 Nh6 Ba3 g5 Qc1
8.325357,11.265155,random_legal_game_sequences,f4 g6 Nf3 e6 e3
11.918006,7.905015,random_legal_game_sequences,b3 f6 h4 a6 g3
9.602741,7.7233644,random_legal_game_sequences,h4 d6 a3 Bh3 Nxh3
3.9859185,7.6267595,random_legal_game_sequences,e4 Nh6 h4 c5 Rh2
7.672495,11.610908,random_legal_game_sequences,a3 e6 Nc3 g5 e4
5.1604724,8.917483,random_legal_game_sequences,Nf3 Nh6 Na3 g6 Ng5
12.760811,7.9622183,random_legal_game_sequences,a4 h6 h3 g6 f4
6.253838,11.933414,random_legal_game_sequences,Na3 b5 h3 h5 f3
7.988903,10.173547,random_legal_game_sequences,a3 g6 Ra2 Na6 d3
6.3262224,11.185643,random_legal_game_sequences,Na3 b5 Nxb5 e6 g4
5.2225084,6.6441393,random_legal_game_sequences,h4 h5 g3 Nh6 c4
10.86309,11.403599,random_legal_game_sequences,e3 Na6 a3 e6 c4
9.290277,10.544834,random_legal_game_sequences,a4 Na6 d4 Nf6 Na3
8.638056,6.7362895,random_legal_game_sequences,c4 g5 a4 b6 Qb3
4.6886926,7.877403,random_legal_game_sequences,d4 b6 Nh3 b5 b4
8.394748,11.320081,random_legal_game_sequences,e4 Na6 Nc3 c6 d4
12.218543,7.1377,random_legal_game_sequences,h3 g5 g3 e5 e3
12.546432,8.095226,random_legal_game_sequences,a4 c5 g4 c4 d3
11.6973295,6.5323253,random_legal_game_sequences,b4 d6 e3 Bg4 c4
5.0964537,10.434449,random_legal_game_sequences,Nc3 d6 a3 Bg4 e3
12.545954,7.770936,random_legal_game_sequences,b4 a5 a4 c6 h3
3.0796933,8.887758,random_legal_game_sequences,Nh3 e5 c3 Bc5 g4
10.4413805,7.579738,random_legal_game_sequences,f3 a6 d3 b6 Bd2
5.1559877,7.050428,random_legal_game_sequences,a4 d6 e4 Nh6 Ra2
9.790001,11.127289,random_legal_game_sequences,f3 Nc6 e3 b6 g3
11.511339,7.3701577,random_legal_game_sequences,c4 e6 h4 b6 a4
5.238509,6.6938972,random_legal_game_sequences,e4 f5 g4 Nh6 Ne2
11.527831,6.8588233,random_legal_game_sequences,c3 e6 b3 e5 b4
12.917219,6.5898495,random_legal_game_sequences,c3 b5 d3 g5 f3
10.391711,7.6489525,random_legal_game_sequences,d4 a6 d5 b5 Bd2
10.12672,6.747709,random_legal_game_sequences,a3 f5 e3 c6 Ke2
10.949007,11.109526,random_legal_game_sequences,e3 Na6 h4 h6 Ke2
6.491857,10.955284,random_legal_game_sequences,Na3 c5 Rb1 Na6 g3
11.953746,8.038145,random_legal_game_sequences,e4 d6 h4 a6 a3
7.759727,9.894644,random_legal_game_sequences,d4 a5 Bd2 Na6 b4
10.714529,7.350559,random_legal_game_sequences,f3 c6 e3 b6 Bd3
4.1492496,7.3034234,random_legal_game_sequences,c3 Nh6 e4 Nf5 exf5
5.4059095,10.425559,random_legal_game_sequences,Nf3 Nf6 e4 g6 h4
8.776937,9.780668,random_legal_game_sequences,h3 e5 Na3 c5 Nb5
12.454067,6.6840644,random_legal_game_sequences,b4 c6 g4 g5 a3
8.224884,11.240903,random_legal_game_sequences,b3 g6 Nf3 e6 c3
6.3161845,10.434781,random_legal_game_sequences,Na3 Nc6 b3 h5 Nb1
5.338446,8.117221,random_legal_game_sequences,b4 Nf6 Nc3 Nh5 g4
9.175207,11.064157,random_legal_game_sequences,c3 Nc6 h3 Nb8 d4
10.669686,9.9229965,random_legal_game_sequences,g4 a5 b4 d5 Na3
9.087339,9.154492,random_legal_game_sequences,d4 h5 h3 g5 Nc3
12.537589,6.75102,random_legal_game_sequences,b4 g5 f3 c5 c4
5.4072776,9.991335,random_legal_game_sequences,Nf3 a5 Nd4 h6 e4
8.315548,9.655667,random_legal_game_sequences,f3 d6 Nc3 Be6 Rb1
9.129993,7.434992,random_legal_game_sequences,g3 c5 Bh3 Nc6 Bxd7+
12.728502,6.476947,random_legal_game_sequences,g4 f5 c4 g5 gxf5
6.4398613,10.071844,random_legal_game_sequences,Nf3 e6 g3 e5 Na3
9.897667,11.385555,random_legal_game_sequences,f4 Nc6 g3 h6 a4
7.4903803,10.369267,random_legal_game_sequences,b4 f6 a3 Na6 d4
12.212417,7.995678,random_legal_game_sequences,e3 h6 a4 c6 g4
8.834675,10.893467,random_legal_game_sequences,h3 Nc6 Nf3 Na5 Na3
10.7443285,7.341697,random_legal_game_sequences,a4 b5 g3 b4 Bg2
13.516377,6.9747963,random_legal_game_sequences,f4 c6 a3 f6 d4
7.822238,9.033524,random_legal_game_sequences,c4 e5 a3 Nf6 d4
5.3884883,10.537396,random_legal_game_sequences,Nf3 g5 e3 b5 Bd3
3.6732728,9.015361,random_legal_game_sequences,Nh3 Nc6 f3 a5 c4
4.294553,7.502352,random_legal_game_sequences,b4 Nh6 g3 b5 Nf3
7.714759,5.023229,random_legal_game_sequences,g3 e5 e4 b6 Qe2
11.958308,6.9504485,random_legal_game_sequences,d3 g6 b3 g5 a3
9.619401,10.177648,random_legal_game_sequences,e4 Nc6 e5 e6 Nc3
10.257614,9.529556,random_legal_game_sequences,b3 b6 Bb2 Na6 Nc3
7.662341,5.030764,random_legal_game_sequences,g4 e5 e3 a6 Qe2
7.952147,10.274056,random_legal_game_sequences,c4 Nf6 a3 Na6 g3
8.852839,5.868774,random_legal_game_sequences,d3 b6 Qd2 a6 a4
4.0419083,7.5935354,random_legal_game_sequences,d4 Nh6 h4 c5 Nd2
9.747317,10.956788,random_legal_game_sequences,g4 Nf6 g5 e5 d3
8.865633,9.045839,random_legal_game_sequences,a4 e5 b4 h6 Nf3
9.312092,8.034632,random_legal_game_sequences,f3 d6 b4 Bd7 g3
8.086949,9.800254,random_legal_game_sequences,f4 e5 Nc3 Ne7 d4
7.635586,5.480122,random_legal_game_sequences,a4 e6 Ra2 Qe7 e4
3.0965185,8.839723,random_legal_game_sequences,Nh3 c5 g4 Qc7 g5
4.7296243,8.177938,random_legal_game_sequences,Na3 f5 Nh3 Na6 f4
11.735509,7.715936,random_legal_game_sequences,c3 d5 g3 h6 a3
8.699781,9.526348,random_legal_game_sequences,e4 e6 Na3 f6 Nf3
10.65209,8.414193,random_legal_game_sequences,h4 f6 b4 c5 Ba3
5.5516167,10.3989935,random_legal_game_sequences,Nc3 d6 b3 Nc6 a3
4.504904,7.6969123,random_legal_game_sequences,d3 Nh6 Nc3 d6 b4
7.4570932,9.299381,random_legal_game_sequences,b4 b5 f4 Nc6 h4
8.4165325,7.5323477,random_legal_game_sequences,c4 e5 e3 Qf6 h3
10.811821,9.147976,random_legal_game_sequences,c4 h5 a3 c6 Ra2
7.7643695,11.6328335,random_legal_game_sequences,e3 b5 Nc3 g6 h4
5.38526,10.494335,random_legal_game_sequences,Nf3 b6 h4 a6 e3
8.2096615,10.8285055,random_legal_game_sequences,h3 e5 Nf3 Bd6 a3
10.6331835,7.7335596,random_legal_game_sequences,b4 b6 Bb2 h5 Bd4
5.0719633,7.8510494,random_legal_game_sequences,d4 f5 Nh3 Na6 Na3
9.539462,10.304647,random_legal_game_sequences,h3 Nc6 d4 h6 Nc3
5.2153177,6.7261457,random_legal_game_sequences,a4 h5 b4 Nh6 h3
12.646557,7.586989,random_legal_game_sequences,c4 h5 f3 a5 h4
7.56807,6.635326,random_legal_game_sequences,c4 Nf6 d4 Na6 Qc2
8.058401,6.081496,random_legal_game_sequences,c3 e6 Qa4 Nc6 Qg4
6.3615165,10.672222,random_legal_game_sequences,Na3 f5 Rb1 c6 Nb5
5.51224,10.11226,random_legal_game_sequences,Nf3 b6 Ne5 e6 h3
12.916397,7.9889836,random_legal_game_sequences,a3 g5 a4 f6 f4
9.586449,7.960924,random_legal_game_sequences,g4 b5 Na3 Na6 Bh3
5.120766,10.855528,random_legal_game_sequences,Nc3 a5 d3 c5 a3
10.664144,7.3573556,random_legal_game_sequences,e3 e5 a4 d6 Bb5+
7.6875715,5.0348263,random_legal_game_sequences,e3 f5 c3 d6 Qe2
4.1186924,7.456267,random_legal_game_sequences,d3 Nh6 b4 f5 Bd2
6.728042,6.845077,random_legal_game_sequences,c4 g6 Qa4 f5 Nh3
12.491963,6.579171,random_legal_game_sequences,b4 c6 a4 c5 c4
8.062144,11.352615,random_legal_game_sequences,d3 f5 Nc3 g6 Be3
10.679677,11.2255335,random_legal_game_sequences,e4 Na6 Be2 b6 c3
5.4584293,7.6852555,random_legal_game_sequences,a3 b5 d3 e6 Nh3
11.814048,8.339758,random_legal_game_sequences,h4 d6 Rh3 a6 f4
5.9741435,10.232668,random_legal_game_sequences,Nf3 a5 h4 e6 Rg1
11.741692,7.390696,random_legal_game_sequences,a4 a6 h3 f6 b4
7.436672,10.325038,random_legal_game_sequences,d3 h6 h4 Na6 b3
5.8178544,10.162337,random_legal_game_sequences,Nf3 c6 a3 Nf6 d4
7.7972383,11.410309,random_legal_game_sequences,a3 h6 Nc3 b6 a4
7.481686,9.363996,random_legal_game_sequences,g4 g6 g5 Nc6 c4
9.920829,7.7193475,random_legal_game_sequences,a3 d5 d4 Bg4 Bh6
8.386384,7.438409,random_legal_game_sequences,d3 e5 b4 Qf6 g4
10.588793,10.972446,random_legal_game_sequences,b3 Na6 h4 Rb8 Ba3
7.705486,5.051416,random_legal_game_sequences,e3 h5 c4 d5 Qe2
5.3459096,9.947865,random_legal_game_sequences,Nc3 h5 Nd5 e6 b3
6.2725787,11.830626,random_legal_game_sequences,Na3 f5 c3 d6 g4
8.347146,11.232625,random_legal_game_sequences,h4 a6 Nf3 e6 b3
3.3012428,8.765487,random_legal_game_sequences,Nh3 a5 c4 d6 d4
9.845181,11.054085,random_legal_game_sequences,e3 Nc6 c3 a6 b4
8.196509,6.6695642,random_legal_game_sequences,c3 g5 Qb3 Nc6 Qxb7
5.6230288,8.234439,random_legal_game_sequences,Nf3 c6 h4 Qb6 Nh2
11.607701,8.157169,random_legal_game_sequences,e3 c5 Bb5 a6 f4
9.007505,9.1049185,random_legal_game_sequences,a3 c5 g4 e5 Nc3
11.162849,11.380639,random_legal_game_sequences,g4 Na6 f4 b5 b3
9.826919,10.337836,random_legal_game_sequences,d3 Nf6 f4 d6 Bd2
10.835362,7.2346153,random_legal_game_sequences,f4 f5 e3 a6 Bxa6
7.891345,9.105963,random_legal_game_sequences,a3 c5 b3 Nf6 c3
8.797866,5.9854994,random_legal_game_sequences,d3 f6 Qd2 e5 Qa5
5.49822,7.4741645,random_legal_game_sequences,f3 a5 Nh3 Nf6 e3
10.744556,7.5363407,random_legal_game_sequences,e3 h6 f4 a5 Bd3
5.699714,10.591066,random_legal_game_sequences,Nc3 c5 Nf3 e5 Nb5
7.505167,9.365609,random_legal_game_sequences,e3 b6 g4 Nc6 d4
4.5129995,7.3584375,random_legal_game_sequences,a4 Nh6 g3 Nf5 Nc3
6.694744,9.159568,random_legal_game_sequences,c4 d6 Nc3 Qd7 f4
4.192143,8.774596,random_legal_game_sequences,Nh3 h6 Ng5 a6 Nc3
4.8706203,7.8019767,random_legal_game_sequences,b4 b6 Nh3 Na6 b5
5.994683,9.620358,random_legal_game_sequences,Nf3 h6 b3 c5 Nd4
5.0307727,10.763396,random_legal_game_sequences,Nc3 e5 a3 g5 h3
8.631255,6.0202103,random_legal_game_sequences,d4 b5 Qd3 h5 c3
8.310387,10.885629,random_legal_game_sequences,e3 a5 Nf3 f5 Bd3
4.2354884,7.645675,random_legal_game_sequences,f4 Nh6 Nf3 e5 g3
11.328616,11.135876,random_legal_game_sequences,g4 Na6 f4 g5 Bh3
6.0370655,10.223795,random_legal_game_sequences,Nc3 b6 d4 Nc6 Ne4
11.755592,7.787962,random_legal_game_sequences,h3 d6 a4 b6 e3
7.724914,5.0151343,random_legal_game_sequences,h4 a5 e4 e6 Qe2
7.7344832,9.970539,random_legal_game_sequences,d4 a5 d5 Na6 e4
6.288421,11.876182,random_legal_game_sequences,Na3 c5 h3 a6 f4
8.030255,6.9876385,random_legal_game_sequences,e3 g5 Qg4 f5 Nc3
11.149053,11.171223,random_legal_game_sequences,g4 Na6 d3 h5 Bd2
9.918815,7.4145684,random_legal_game_sequences,d3 a6 Bh6 d5 Bf4
5.700851,10.1905365,random_legal_game_sequences,Nc3 Nc6 Ne4 b6 Nc5
7.915571,9.097606,random_legal_game_sequences,a3 h6 c4 Nf6 e4
8.108218,7.543158,random_legal_game_sequences,c4 c5 e3 Qb6 Nc3
8.157218,11.267185,random_legal_game_sequences,a3 g5 Nf3 d6 c4
8.538638,6.031222,random_legal_game_sequences,c3 a6 Qb3 b5 g3
8.732247,6.6712623,random_legal_game_sequences,f3 h6 d4 d6 Qd3
8.359056,7.321386,random_legal_game_sequences,a3 c5 b3 Qb6 g3
12.077594,6.4493165,random_legal_game_sequences,b4 e6 a3 b5 c4
5.265833,6.728096,random_legal_game_sequences,a4 a5 d4 Nh6 e3
4.013236,7.4905996,random_legal_game_sequences,d3 Nh6 Bg5 e6 g3
4.61347,7.839698,random_legal_game_sequences,b3 a6 Nh3 g6 Ba3
8.200404,9.563162,random_legal_game_sequences,b4 h5 Ba3 Nc6 Bb2
6.708812,10.51532,random_legal_game_sequences,Nc3 d5 Nf3 Na6 g3
13.320115,7.25322,random_legal_game_sequences,f4 b6 f5 c6 d3
8.555613,8.543422,random_legal_game_sequences,b3 b5 c4 Bb7 Nf3
8.609708,8.6803055,random_legal_game_sequences,h3 g6 Nf3 Bg7 Nc3
13.043968,7.1038365,random_legal_game_sequences,f4 g5 g4 b5 a3
12.56327,6.874705,random_legal_game_sequences,g4 d6 g5 b5 e4
6.639968,10.737882,random_legal_game_sequences,Na3 a6 h4 Ra7 g3
12.476671,7.805885,random_legal_game_sequences,b4 e5 f4 a6 b5
6.3230453,9.958439,random_legal_game_sequences,Nf3 e6 c3 c6 Ne5
3.3724012,8.818627,random_legal_game_sequences,Nh3 f6 d3 e6 c4
8.190234,6.725149,random_legal_game_sequences,h3 d6 c3 Nc6 Qb3
3.0487368,8.874488,random_legal_game_sequences,Nh3 e5 g4 Bc5 Bg2
12.955006,7.095397,random_legal_game_sequences,h4 c5 g3 g5 f4
9.355193,10.827117,random_legal_game_sequences,a3 Nc6 h4 Nf6 b3
4.173908,8.94551,random_legal_game_sequences,Nh3 f5 Ng1 b6 b4
12.381993,7.552442,random_legal_game_sequences,g4 b5 b3 a5 d3
4.6694145,7.075185,random_legal_game_sequences,c3 Na6 b3 Nh6 f3
5.4482436,7.5519586,random_legal_game_sequences,g3 a5 h4 c6 Nh3
11.144949,11.341613,random_legal_game_sequences,g4 Na6 h3 h5 b4
4.9454203,7.7500553,random_legal_game_sequences,h4 d5 Nh3 Na6 f3
10.836811,7.161284,random_legal_game_sequences,b3 e6 e3 g5 Bc4
6.1424384,9.294983,random_legal_game_sequences,Nc3 d5 b4 Qd7 a3
10.621197,10.051423,random_legal_game_sequences,d4 f6 e4 f5 Na3
8.530136,10.553446,random_legal_game_sequences,h3 e6 Na3 Bd6 f3
9.892257,8.24064,random_legal_game_sequences,f3 g6 f4 a5 Kf2
12.525584,6.9237185,random_legal_game_sequences,g3 e5 h4 g5 e4
10.559833,7.4814577,random_legal_game_sequences,b4 f5 d4 a5 Bd2
7.549658,9.253965,random_legal_game_sequences,b3 h6 h4 Nc6 a3
9.101601,9.160877,random_legal_game_sequences,f4 c6 e3 d5 Nf3
9.530168,7.672088,random_legal_game_sequences,a3 d5 Nc3 Bh3 e3
9.303751,11.465437,random_legal_game_sequences,f4 Nf6 Nf3 d6 f5
5.053821,10.763914,random_legal_game_sequences,Nc3 Nc6 d4 d5 h3
10.10735,9.013299,random_legal_game_sequences,h4 f5 c4 c5 Rh2
13.310447,7.0706916,random_legal_game_sequences,f4 b5 h3 d6 d4
8.377917,9.949714,random_legal_game_sequences,d4 h6 Nf3 e5 Nfd2
9.374545,10.708525,random_legal_game_sequences,b3 Nc6 f4 b5 Nc3
6.906929,10.347764,random_legal_game_sequences,Nf3 e6 a3 Na6 g4
9.671114,7.291374,random_legal_game_sequences,d4 a5 Bh6 c6 Qc1
11.739173,7.5587654,random_legal_game_sequences,c3 h5 a3 c6 b4
5.340727,8.606515,random_legal_game_sequences,Nf3 b6 Nh4 d6 Rg1
11.637868,7.2224,random_legal_game_sequences,c4 h5 g3 e6 b4
7.8382525,9.230646,random_legal_game_sequences,a4 h6 e3 Nc6 e4
8.721982,6.622032,random_legal_game_sequences,h3 a6 c3 h5 Qc2
9.884661,11.360905,random_legal_game_sequences,a4 Nc6 f3 f5 c3
7.473361,9.259352,random_legal_game_sequences,b3 h6 f4 Nc6 a4
5.339331,6.817719,random_legal_game_sequences,g4 d5 c3 Nh6 f3
12.485022,7.3252773,random_legal_game_sequences,c3 g6 c4 c6 h4
9.772074,8.070739,random_legal_game_sequences,f3 e6 f4 Bd6 Kf2
11.08417,11.427141,random_legal_game_sequences,c3 Na6 f4 d5 g4
6.042465,10.076084,random_legal_game_sequences,Nf3 b6 c4 Nc6 g4
8.647476,10.401722,random_legal_game_sequences,h4 h6 Na3 f6 c4
8.222862,11.560425,random_legal_game_sequences,g3 f5 Nf3 h5 h3
12.2990885,8.084851,random_legal_game_sequences,e3 f5 d3 c6 g4
7.2904115,7.922621,random_legal_game_sequences,f4 e6 c4 Ba3 f5
8.453915,5.9245214,random_legal_game_sequences,e4 f6 Qf3 a5 d3
13.48541,6.8146734,random_legal_game_sequences,f4 c6 a3 f5 c4
