PCA1,PCA2,label,sentence
-0.02952724,-0.0057947543,correct_math_sequences,The result of 2664 + 6016 is 8680
0.022092218,-0.0036791868,correct_math_sequences,The result of 5851 + 6915 is 12766
0.019665007,0.016326172,correct_math_sequences,The result of 2499 + 6957 is 9456
0.00874024,0.035334054,correct_math_sequences,The result of 1231 + 1809 is 3040
0.040587142,-0.036617182,correct_math_sequences,The result of 9369 + 8613 is 17982
0.016631467,-0.042863034,correct_math_sequences,The result of 8620 + 6902 is 15522
0.03827507,0.014782316,correct_math_sequences,The result of 7952 + 5537 is 13489
0.031063616,0.01056691,correct_math_sequences,The result of 7456 + 4595 is 12051
-0.040587544,-0.006482801,correct_math_sequences,The result of 4461 + 4036 is 8497
0.025471287,0.036439188,correct_math_sequences,The result of 2000 + 7236 is 9236
-0.029290982,0.015104107,correct_math_sequences,The result of 2139 + 4571 is 6710
0.0034600417,-0.06510823,correct_math_sequences,The result of 9936 + 8039 is 17975
-0.012266475,-0.044575777,correct_math_sequences,The result of 6690 + 5990 is 12680
0.059240088,0.011909805,correct_math_sequences,The result of 6802 + 6904 is 13706
-0.019560391,-0.027606452,correct_math_sequences,The result of 3891 + 6008 is 9899
-0.02008216,0.009303697,correct_math_sequences,The result of 1807 + 4836 is 6643
-0.013755885,0.043748908,correct_math_sequences,The result of 2357 + 1174 is 3531
0.025368942,-0.008638561,correct_math_sequences,The result of 7866 + 6241 is 14107
0.020294048,-0.042467725,correct_math_sequences,The result of 7975 + 6991 is 14966
0.04347818,-0.02172532,correct_math_sequences,The result of 8657 + 8212 is 16869
-0.025187494,0.02401912,correct_math_sequences,The result of 1552 + 5419 is 6971
-0.041114166,0.014263413,correct_math_sequences,The result of 4661 + 1115 is 5776
0.005845118,-0.016433464,correct_math_sequences,The result of 1879 + 5905 is 7784
0.035008382,-0.04023662,correct_math_sequences,The result of 9896 + 4103 is 13999
0.03949888,0.019273872,correct_math_sequences,The result of 7125 + 7557 is 14682
0.03802145,0.0054080384,correct_math_sequences,The result of 7276 + 7394 is 14670
-0.036625426,0.017872395,correct_math_sequences,The result of 2656 + 4285 is 6941
-0.008198789,-0.050902437,correct_math_sequences,The result of 8440 + 6080 is 14520
-0.00034924754,-0.016842002,correct_math_sequences,The result of 4076 + 7664 is 11740
0.013312323,7.165703e-05,correct_math_sequences,The result of 6334 + 9308 is 15642
-0.017077915,-0.024410471,correct_math_sequences,The result of 4916 + 3659 is 8575
0.0072073946,-0.0017993811,correct_math_sequences,The result of 8578 + 1819 is 10397
0.001036209,-0.008127858,correct_math_sequences,The result of 4980 + 3265 is 8245
-0.014680358,0.030935332,correct_math_sequences,The result of 1238 + 4793 is 6031
-0.0006133465,0.020609131,correct_math_sequences,The result of 4163 + 4336 is 8499
0.03676917,-0.020119896,correct_math_sequences,The result of 8303 + 8546 is 16849
0.048633568,0.00070836995,correct_math_sequences,The result of 9264 + 5015 is 14279
-0.03687606,0.034317262,correct_math_sequences,The result of 2512 + 3748 is 6260
0.049382154,0.009548754,correct_math_sequences,The result of 9261 + 3112 is 12373
-0.020037627,-0.023786426,correct_math_sequences,The result of 5916 + 1904 is 7820
0.06815582,-0.024704691,correct_math_sequences,The result of 9128 + 9182 is 18310
-0.043530576,0.01849135,correct_math_sequences,The result of 4455 + 2045 is 6500
-0.021078506,-0.0046586846,correct_math_sequences,The result of 2806 + 4820 is 7626
0.011812881,0.015160194,correct_math_sequences,The result of 4506 + 7868 is 12374
0.06411796,0.0246444,correct_math_sequences,The result of 7149 + 6605 is 13754
-0.0017654016,-0.0013691712,correct_math_sequences,The result of 8846 + 2148 is 10994
-0.009464131,-0.004222103,correct_math_sequences,The result of 4834 + 6629 is 11463
0.0043481877,-0.030889874,correct_math_sequences,The result of 8388 + 9370 is 17758
0.021062635,0.011476505,correct_math_sequences,The result of 4119 + 8252 is 12371
0.006425737,-0.050983306,correct_math_sequences,The result of 8093 + 8636 is 16729
-0.016191768,-0.024580754,correct_math_sequences,The result of 3922 + 6745 is 10667
0.011114861,0.028359272,correct_math_sequences,The result of 1565 + 7929 is 9494
-0.008284692,0.019061187,correct_math_sequences,The result of 4288 + 4071 is 8359
-0.022140354,0.020643258,correct_math_sequences,The result of 1205 + 5714 is 6919
0.03581512,0.01344303,correct_math_sequences,The result of 7207 + 7572 is 14779
-0.024403151,0.03051243,correct_math_sequences,The result of 1634 + 1962 is 3596
0.04851026,-0.013242417,correct_math_sequences,The result of 9654 + 5407 is 15061
0.021773519,-0.046457417,correct_math_sequences,The result of 8925 + 4104 is 13029
0.06395427,-0.00037026912,correct_math_sequences,The result of 8366 + 9407 is 17773
0.00022673419,0.0134624485,correct_math_sequences,The result of 2848 + 6324 is 9172
0.047665544,-0.014188282,correct_math_sequences,The result of 9657 + 1279 is 10936
-0.013468916,-0.05404921,correct_math_sequences,The result of 6896 + 9646 is 16542
-0.025457092,0.006685666,correct_math_sequences,The result of 3119 + 1494 is 4613
0.040001046,0.04620252,correct_math_sequences,The result of 4161 + 4176 is 8337
-0.0051818206,-0.0033026384,correct_math_sequences,The result of 6042 + 9421 is 15463
-0.029758267,0.03122059,correct_math_sequences,The result of 1573 + 4246 is 5819
-0.038906787,0.016415507,correct_math_sequences,The result of 3671 + 2782 is 6453
0.057292506,-0.036504574,correct_math_sequences,The result of 9905 + 1165 is 11070
0.045933645,0.0064183557,correct_math_sequences,The result of 7285 + 7643 is 14928
-0.012177897,0.015164565,correct_math_sequences,The result of 5568 + 4034 is 9602
0.00069986045,-0.06596259,correct_math_sequences,The result of 8985 + 5075 is 14060
0.04245452,0.0034490307,correct_math_sequences,The result of 7451 + 4507 is 11958
0.011062239,-0.021810485,correct_math_sequences,The result of 8874 + 4228 is 13102
-0.014976759,-0.020356249,correct_math_sequences,The result of 5800 + 5075 is 10875
-0.05294499,0.0025073658,correct_math_sequences,The result of 3439 + 3250 is 6689
-0.005040293,-0.055215415,correct_math_sequences,The result of 8917 + 5650 is 14567
-0.0047446284,0.0061553456,correct_math_sequences,The result of 5423 + 8386 is 13809
-0.036911227,-0.006727875,correct_math_sequences,The result of 6549 + 2030 is 8579
-0.021279115,0.014428607,correct_math_sequences,The result of 3108 + 2848 is 5956
-0.036788266,0.0041774483,correct_math_sequences,The result of 4596 + 1227 is 5823
-0.038470875,0.009756617,correct_math_sequences,The result of 4249 + 1168 is 5417
0.033603173,0.041251715,correct_math_sequences,The result of 5159 + 1696 is 6855
0.0393051,-0.012035269,correct_math_sequences,The result of 2809 + 9381 is 12190
0.011284631,-0.053615477,correct_math_sequences,The result of 7976 + 9063 is 17039
-0.021756528,-0.0063529597,correct_math_sequences,The result of 3136 + 6078 is 9214
0.0041848067,-0.012163787,correct_math_sequences,The result of 5874 + 4196 is 10070
0.018699382,0.010035827,correct_math_sequences,The result of 2778 + 7309 is 10087
-0.007958359,0.022097439,correct_math_sequences,The result of 5047 + 7445 is 12492
0.026047362,-0.038276218,correct_math_sequences,The result of 7916 + 7999 is 15915
-0.002935679,-0.025707517,correct_math_sequences,The result of 2837 + 9695 is 12532
0.04843994,0.019831361,correct_math_sequences,The result of 8331 + 2578 is 10909
0.042788044,-0.0051239803,correct_math_sequences,The result of 7302 + 9717 is 17019
0.019034911,-0.030333633,correct_math_sequences,The result of 9949 + 7508 is 17457
0.0054793456,-0.035220146,correct_math_sequences,The result of 8712 + 6077 is 14789
0.0032089925,-0.023212468,correct_math_sequences,The result of 4388 + 9235 is 13623
0.0017610455,0.014946408,correct_math_sequences,The result of 5575 + 5781 is 11356
0.02053564,-0.05026284,correct_math_sequences,The result of 9621 + 6198 is 15819
0.025668377,0.046535455,correct_math_sequences,The result of 6368 + 1113 is 7481
0.029895796,-0.012912736,correct_math_sequences,The result of 8075 + 5123 is 13198
0.057159703,-0.038177457,correct_math_sequences,The result of 9298 + 9800 is 19098
-0.00051794347,-0.054548245,correct_math_sequences,The result of 4892 + 8930 is 13822
0.002257867,-0.05260967,correct_math_sequences,The result of 9976 + 4346 is 14322
0.031901166,0.044410612,correct_math_sequences,The result of 1003 + 5304 is 6307
0.0377104,-0.020333625,correct_math_sequences,The result of 9455 + 4040 is 13495
-0.0042942245,0.020650504,correct_math_sequences,The result of 4723 + 5499 is 10222
-0.025136078,-0.021559594,correct_math_sequences,The result of 6360 + 4469 is 10829
-0.005922039,0.026285673,correct_math_sequences,The result of 5353 + 1765 is 7118
0.00136263,0.0047743972,correct_math_sequences,The result of 7823 + 7638 is 15461
-0.019287819,0.013960721,correct_math_sequences,The result of 1851 + 2503 is 4354
-0.028577924,0.003393053,correct_math_sequences,The result of 5355 + 1760 is 7115
6.0882325e-05,-0.02769832,correct_math_sequences,The result of 8438 + 4103 is 12541
0.007380046,-0.008757447,correct_math_sequences,The result of 1999 + 2206 is 4205
-0.021908183,0.013893398,correct_math_sequences,The result of 5787 + 1557 is 7344
0.0069834893,-0.0014970074,correct_math_sequences,The result of 4357 + 7655 is 12012
-0.013993331,0.01813614,correct_math_sequences,The result of 2199 + 1500 is 3699
0.03535223,-0.025077116,correct_math_sequences,The result of 8718 + 9483 is 18201
-0.020440908,-0.0026546663,correct_math_sequences,The result of 2420 + 5976 is 8396
-0.008650973,-0.04543091,correct_math_sequences,The result of 3890 + 9054 is 12944
0.018110182,-0.026638038,correct_math_sequences,The result of 9005 + 1760 is 10765
0.01817749,0.01125892,correct_math_sequences,The result of 8012 + 1352 is 9364
0.010819494,-0.014824973,correct_math_sequences,The result of 7379 + 8188 is 15567
-0.003203444,-0.031722642,correct_math_sequences,The result of 3784 + 8045 is 11829
0.016903356,0.013441353,correct_math_sequences,The result of 6060 + 6184 is 12244
-0.013750896,0.021726202,correct_math_sequences,The result of 6741 + 3721 is 10462
0.0067244912,-0.016512105,correct_math_sequences,The result of 9520 + 5471 is 14991
-0.023731818,-0.004284598,correct_math_sequences,The result of 5916 + 1477 is 7393
-0.0003852205,-0.03310357,correct_math_sequences,The result of 1994 + 8076 is 10070
-0.023212798,0.0045828857,correct_math_sequences,The result of 5013 + 4700 is 9713
-0.002233707,0.022273684,correct_math_sequences,The result of 2432 + 6925 is 9357
-0.012517956,-0.025605114,correct_math_sequences,The result of 3815 + 7765 is 11580
-0.012740739,-0.030900244,correct_math_sequences,The result of 6595 + 6019 is 12614
0.0019449649,-0.012085555,correct_math_sequences,The result of 6473 + 6162 is 12635
-0.022715691,-0.005188288,correct_math_sequences,The result of 6737 + 5513 is 12250
0.036337268,-0.06385643,correct_math_sequences,The result of 9947 + 9168 is 19115
0.018686172,0.020440008,correct_math_sequences,The result of 5240 + 7152 is 12392
0.0139351105,0.03093449,correct_math_sequences,The result of 6154 + 1283 is 7437
0.0030995538,-0.04294073,correct_math_sequences,The result of 8095 + 3724 is 11819
0.0104999915,0.0051667155,correct_math_sequences,The result of 2905 + 4953 is 7858
-0.020065548,0.025857992,correct_math_sequences,The result of 2263 + 1485 is 3748
0.009773475,-0.009525103,correct_math_sequences,The result of 2888 + 9789 is 12677
-0.0015652674,-0.020843517,correct_math_sequences,The result of 4950 + 8436 is 13386
0.009084938,0.013489794,correct_math_sequences,The result of 3212 + 4942 is 8154
0.003091547,-0.017129365,correct_math_sequences,The result of 5544 + 9171 is 14715
0.012645061,0.0007596865,correct_math_sequences,The result of 7736 + 8036 is 15772
-0.0035708447,-0.004327337,correct_math_sequences,The result of 5817 + 9641 is 15458
-0.0025032829,0.0025765481,correct_math_sequences,The result of 3625 + 7135 is 10760
0.011976428,-0.0099371765,correct_math_sequences,The result of 5736 + 9289 is 15025
0.01724808,0.021282312,correct_math_sequences,The result of 2272 + 8027 is 10299
0.045912076,0.014194719,correct_math_sequences,The result of 7603 + 1398 is 9001
0.038047932,0.0025426622,correct_math_sequences,The result of 7682 + 6803 is 14485
0.025485735,0.02256304,correct_math_sequences,The result of 5233 + 7533 is 12766
0.034053694,0.0001019323,correct_math_sequences,The result of 8366 + 2227 is 10593
0.05360028,-0.024215344,correct_math_sequences,The result of 8784 + 9903 is 18687
0.022300355,0.011299753,correct_math_sequences,The result of 6052 + 4143 is 10195
-0.0006464196,0.017460948,correct_math_sequences,The result of 4809 + 1560 is 6369
0.014736354,0.009720768,correct_math_sequences,The result of 1816 + 7967 is 9783
0.03509837,0.0068859183,correct_math_sequences,The result of 6237 + 5384 is 11621
-0.030329576,0.025101628,correct_math_sequences,The result of 2149 + 3248 is 5397
0.0011699775,-0.0006585478,correct_math_sequences,The result of 4329 + 7928 is 12257
-0.024669822,0.015455636,correct_math_sequences,The result of 1479 + 3979 is 5458
0.050999694,-0.0115175955,correct_math_sequences,The result of 9273 + 2795 is 12068
-0.007867013,0.006986463,correct_math_sequences,The result of 1852 + 5135 is 6987
-0.0011026156,0.007598556,correct_math_sequences,The result of 1941 + 8740 is 10681
0.0021369683,0.011187775,correct_math_sequences,The result of 6725 + 3957 is 10682
0.00415115,-0.022854887,correct_math_sequences,The result of 1804 + 9130 is 10934
0.05438018,0.0042343047,correct_math_sequences,The result of 8805 + 3337 is 12142
-0.019878138,-0.025850255,correct_math_sequences,The result of 6325 + 8623 is 14948
0.045225892,0.013166969,correct_math_sequences,The result of 4167 + 9485 is 13652
-0.035671342,0.019156065,correct_math_sequences,The result of 2831 + 3141 is 5972
0.026074197,-0.005628379,correct_math_sequences,The result of 7872 + 2298 is 10170
-0.0013083162,0.0007566227,correct_math_sequences,The result of 1860 + 6948 is 8808
0.04372935,-0.042369507,correct_math_sequences,The result of 9609 + 9053 is 18662
-0.00021211326,0.013015282,correct_math_sequences,The result of 1057 + 5407 is 6464
0.01627707,0.0063596787,correct_math_sequences,The result of 7573 + 7111 is 14684
0.052156124,0.028480347,correct_math_sequences,The result of 7678 + 8008 is 15686
-0.012665659,0.005092253,correct_math_sequences,The result of 5567 + 5833 is 11400
-0.039330166,0.0024602076,correct_math_sequences,The result of 4598 + 2332 is 6930
-0.03810796,0.00492939,correct_math_sequences,The result of 5426 + 2499 is 7925
0.035848882,-0.0010247573,correct_math_sequences,The result of 8124 + 7412 is 15536
0.0029769284,-0.018362528,correct_math_sequences,The result of 4653 + 8369 is 13022
0.021048693,-0.04188427,correct_math_sequences,The result of 9312 + 4406 is 13718
-0.04047311,0.03839556,correct_math_sequences,The result of 2743 + 2724 is 5467
0.00345327,0.0008923348,correct_math_sequences,The result of 4882 + 7427 is 12309
-0.0367822,-0.010440545,correct_math_sequences,The result of 4943 + 2430 is 7373
0.012692032,-0.018528637,correct_math_sequences,The result of 9221 + 5685 is 14906
0.038777776,-0.028980104,correct_math_sequences,The result of 9455 + 8476 is 17931
-0.02463729,-0.02204841,correct_math_sequences,The result of 6911 + 2822 is 9733
0.01162003,-0.013379585,correct_math_sequences,The result of 7066 + 7299 is 14365
0.0017399057,0.0066847526,correct_math_sequences,The result of 5923 + 4434 is 10357
-0.021919124,-0.022078535,correct_math_sequences,The result of 4610 + 6835 is 11445
0.020201258,-0.020774016,correct_math_sequences,The result of 6882 + 9459 is 16341
-0.0016369919,-0.055550072,correct_math_sequences,The result of 9846 + 4394 is 14240
0.02585007,-0.051574465,correct_math_sequences,The result of 9769 + 9413 is 19182
-0.031118846,0.019682063,correct_math_sequences,The result of 4000 + 2434 is 6434
0.015284598,0.010269108,correct_math_sequences,The result of 3037 + 9324 is 12361
-0.008187807,-0.013303284,correct_math_sequences,The result of 3095 + 7536 is 10631
0.007519103,-0.024072137,correct_math_sequences,The result of 3385 + 9405 is 12790
0.0061681056,-0.04323138,correct_math_sequences,The result of 1862 + 9949 is 11811
0.057761755,0.012410453,correct_math_sequences,The result of 6909 + 1268 is 8177
0.007540129,0.01936978,correct_math_sequences,The result of 7572 + 3136 is 10708
-0.019848362,-0.017210092,correct_math_sequences,The result of 4791 + 5869 is 10660
-0.019743614,-0.003978388,correct_math_sequences,The result of 7093 + 2481 is 9574
-0.02973054,-0.021430548,correct_math_sequences,The result of 3381 + 4992 is 8373
-0.003511013,0.021013118,correct_math_sequences,The result of 1271 + 8323 is 9594
-0.018887335,-0.010893429,correct_math_sequences,The result of 3976 + 3075 is 7051
-0.017411072,-0.034839757,correct_math_sequences,The result of 4936 + 5662 is 10598
-0.0052063186,0.011200747,correct_math_sequences,The result of 2252 + 7209 is 9461
0.040954515,0.012193396,correct_math_sequences,The result of 6805 + 8684 is 15489
0.026334614,-0.012822499,correct_math_sequences,The result of 9054 + 1602 is 10656
-0.00845216,0.032420978,correct_math_sequences,The result of 5314 + 1835 is 7149
-0.0076332195,0.020492995,correct_math_sequences,The result of 4832 + 3573 is 8405
-0.0023156607,-0.043375682,correct_math_sequences,The result of 6881 + 9093 is 15974
-0.007948575,-0.022316936,correct_math_sequences,The result of 6059 + 7731 is 13790
0.0043670014,-0.04648259,correct_math_sequences,The result of 2944 + 9868 is 12812
0.001874719,-0.020764763,correct_math_sequences,The result of 5869 + 4151 is 10020
-0.017122598,0.011722121,correct_math_sequences,The result of 2772 + 4842 is 7614
-0.0016253863,-0.038497955,correct_math_sequences,The result of 8427 + 5096 is 13523
0.04048503,-0.00460615,correct_math_sequences,The result of 5651 + 9261 is 14912
0.0038579504,0.002787013,correct_math_sequences,The result of 6738 + 5396 is 12134
-0.02808133,-0.031151304,correct_math_sequences,The result of 3966 + 4799 is 8765
0.018875502,-0.028865391,correct_math_sequences,The result of 8472 + 9731 is 18203
0.011573717,0.01716154,correct_math_sequences,The result of 5971 + 1282 is 7253
0.05019238,-0.018159477,correct_math_sequences,The result of 9151 + 2907 is 12058
-0.007757134,0.016298324,correct_math_sequences,The result of 4216 + 6049 is 10265
-0.0060517476,0.009474476,correct_math_sequences,The result of 3784 + 6868 is 10652
0.014845416,0.010357173,correct_math_sequences,The result of 2720 + 8612 is 11332
0.009335192,0.006379062,correct_math_sequences,The result of 2345 + 8251 is 10596
-0.0009364664,0.018242665,correct_math_sequences,The result of 7088 + 2403 is 9491
0.021052906,0.0013168547,correct_math_sequences,The result of 4141 + 8395 is 12536
-0.008385576,-0.0055636195,correct_math_sequences,The result of 7240 + 4815 is 12055
0.021325197,-0.043480173,correct_math_sequences,The result of 8915 + 9312 is 18227
-0.03974195,0.016043806,correct_math_sequences,The result of 4276 + 3147 is 7423
0.017586052,-0.042975653,correct_math_sequences,The result of 3989 + 7602 is 11591
-0.013789302,-0.013556735,correct_math_sequences,The result of 7290 + 3341 is 10631
-0.0060951244,-0.04623507,correct_math_sequences,The result of 6870 + 9750 is 16620
0.002754934,-0.03335491,correct_math_sequences,The result of 8564 + 3153 is 11717
0.022084503,-0.0075197252,correct_math_sequences,The result of 2136 + 8953 is 11089
-0.032381207,-0.0077622873,correct_math_sequences,The result of 3755 + 4928 is 8683
-0.019175926,-0.014307794,correct_math_sequences,The result of 5919 + 3159 is 9078
0.01132171,0.0141384285,correct_math_sequences,The result of 5229 + 3484 is 8713
-0.0038597367,-0.039405823,correct_math_sequences,The result of 3791 + 9421 is 13212
-0.04128402,0.0007306126,correct_math_sequences,The result of 3405 + 4221 is 7626
0.01949219,0.020933874,correct_math_sequences,The result of 5105 + 7350 is 12455
0.0024708412,0.028915938,correct_math_sequences,The result of 4133 + 3634 is 7767
-0.026356012,-0.013123444,correct_math_sequences,The result of 6595 + 2196 is 8791
0.055034034,0.027928557,correct_math_sequences,The result of 6171 + 8503 is 14674
0.0014040462,0.059819292,correct_math_sequences,The result of 1771 + 5723 is 7494
0.050251856,-0.007561576,correct_math_sequences,The result of 8139 + 6089 is 14228
-0.015422249,0.018892055,correct_math_sequences,The result of 1296 + 4537 is 5833
0.005200934,-0.03503663,correct_math_sequences,The result of 8939 + 4623 is 13562
-0.00061714934,-0.025428953,correct_math_sequences,The result of 3062 + 8948 is 12010
0.0010960283,-0.043855283,correct_math_sequences,The result of 9450 + 3070 is 12520
0.021043563,-0.024803543,correct_math_sequences,The result of 6684 + 9907 is 16591
-0.013678513,-0.0011435474,correct_math_sequences,The result of 5842 + 6640 is 12482
0.0054336335,0.014412736,correct_math_sequences,The result of 7325 + 1903 is 9228
0.044634607,-0.0030589914,correct_math_sequences,The result of 8165 + 1882 is 10047
0.023059886,0.009575264,correct_math_sequences,The result of 1132 + 9531 is 10663
0.032719716,0.0014468502,correct_math_sequences,The result of 7354 + 4586 is 11940
0.033244815,0.0063721268,correct_math_sequences,The result of 7256 + 6789 is 14045
0.012974069,-0.042194296,correct_math_sequences,The result of 4961 + 9257 is 14218
-0.0062410114,0.027670112,correct_math_sequences,The result of 2688 + 5715 is 8403
0.034247044,-0.011329212,correct_math_sequences,The result of 6179 + 8660 is 14839
-0.0007117638,0.01017365,correct_math_sequences,The result of 1189 + 3219 is 4408
0.03325942,-0.009467404,correct_math_sequences,The result of 8074 + 8189 is 16263
0.0012453557,0.008030761,correct_math_sequences,The result of 3652 + 4118 is 7770
-0.02601417,-0.013847802,correct_math_sequences,The result of 4788 + 5860 is 10648
-0.024948511,0.0075028315,correct_math_sequences,The result of 4332 + 4134 is 8466
0.003608532,-0.009132461,correct_math_sequences,The result of 4389 + 6763 is 11152
-0.030141331,0.0075806947,correct_math_sequences,The result of 6516 + 1144 is 7660
0.04986519,-0.016846448,correct_math_sequences,The result of 9233 + 5402 is 14635
-0.0042854114,-0.052659817,correct_math_sequences,The result of 6968 + 6962 is 13930
0.052673638,0.022813102,correct_math_sequences,The result of 7293 + 4380 is 11673
0.01509712,-0.04064492,correct_math_sequences,The result of 8832 + 9147 is 17979
0.025707867,0.010794584,correct_math_sequences,The result of 5778 + 8366 is 14144
0.036318712,-0.029902384,correct_math_sequences,The result of 9492 + 3836 is 13328
-0.0117451465,0.014577423,correct_math_sequences,The result of 4353 + 3916 is 8269
-0.037450805,-0.013942787,correct_math_sequences,The result of 4829 + 5120 is 9949
0.015317775,-0.02541005,correct_math_sequences,The result of 9589 + 3774 is 13363
0.006316786,-0.009347242,correct_math_sequences,The result of 7422 + 6128 is 13550
-0.020046396,0.029858382,correct_math_sequences,The result of 2182 + 2881 is 5063
0.042455137,-0.03182566,correct_math_sequences,The result of 9262 + 8669 is 17931
-0.02512505,0.019584682,correct_math_sequences,The result of 1944 + 1322 is 3266
-0.030425353,-0.0055940994,correct_math_sequences,The result of 3168 + 5450 is 8618
-0.03286128,-0.009761079,correct_math_sequences,The result of 4029 + 4846 is 8875
-0.03036112,-0.00083333574,correct_math_sequences,The result of 3259 + 4562 is 7821
0.0036137425,-0.007827714,correct_math_sequences,The result of 5874 + 8079 is 13953
0.019523973,0.0015288187,correct_math_sequences,The result of 2260 + 8367 is 10627
0.016195208,0.004294091,correct_math_sequences,The result of 6548 + 8958 is 15506
0.048937142,-0.009704989,correct_math_sequences,The result of 9346 + 7462 is 16808
-0.020028802,-0.021929951,correct_math_sequences,The result of 5524 + 9566 is 15090
0.020328863,-0.026200823,correct_math_sequences,The result of 3904 + 8137 is 12041
-0.0042223907,-0.011074978,correct_math_sequences,The result of 3569 + 7352 is 10921
0.020635214,-0.03231708,correct_math_sequences,The result of 9648 + 3476 is 13124
0.007828133,0.010677412,correct_math_sequences,The result of 1401 + 1704 is 3105
0.004613445,-0.044989858,correct_math_sequences,The result of 8811 + 5005 is 13816
0.041305922,0.014398716,correct_math_sequences,The result of 8255 + 1740 is 9995
-0.0054282807,-0.0017463508,correct_math_sequences,The result of 6485 + 7221 is 13706
0.0031458677,-0.01754052,correct_math_sequences,The result of 5691 + 8515 is 14206
0.044226654,-0.0061381767,correct_math_sequences,The result of 8233 + 2879 is 11112
0.016902154,-0.04958969,correct_math_sequences,The result of 8669 + 4905 is 13574
0.0103736445,-0.034010727,correct_math_sequences,The result of 3691 + 9298 is 12989
-0.010917391,-0.045844223,correct_math_sequences,The result of 8931 + 1007 is 9938
0.021320986,0.021495486,correct_math_sequences,The result of 5186 + 4876 is 10062
0.016217433,0.023320982,correct_math_sequences,The result of 4214 + 7488 is 11702
0.048673067,-0.0060394183,correct_math_sequences,The result of 9457 + 8027 is 17484
0.00034250892,-0.038957167,correct_math_sequences,The result of 8036 + 7886 is 15922
-0.016989741,0.0018774393,correct_math_sequences,The result of 1440 + 7840 is 9280
